HRV,GSR,EMG,Condition
51.800728,5.321039,7.504022,normal
49.201904,5.179245,8.547783,normal
50.420757,5.2233195,7.2897396,normal
51.29687,5.522639,7.343546,normal
49.68386,5.202003,7.6084933,normal
47.732456,4.540697,8.693543,normal
52.555676,5.161156,8.731595,normal
50.589245,5.1617403,6.759421,normal
50.30258,5.4215817,7.3112535,normal
48.987003,5.1817975,7.7576823,normal
48.30203,5.395189,7.8249784,normal
50.88706,5.301233,7.729728,normal
47.5471,5.081727,8.061274,normal
49.69425,4.8791914,7.773759,normal
50.84767,5.105361,7.9329433,normal
47.65371,5.569616,7.9003024,normal
46.48312,5.4360194,8.205709,normal
50.759457,5.0418606,7.4186983,normal
49.842064,5.4811435,7.6677737,normal
48.21313,4.9776936,8.315022,normal
52.7342,5.3122025,7.5459385,normal
48.83247,5.3888593,7.5255747,normal
52.03618,5.344823,8.606383,normal
51.469753,5.3290577,8.185571,normal
51.47991,5.7221136,7.218893,normal
47.403965,5.587077,7.5466704,normal
48.426723,5.10632,7.4005494,normal
50.0016,5.257385,7.896329,normal
51.63031,4.7834206,7.5329103,normal
44.01209,5.244175,8.1621065,normal
49.96695,5.3565264,7.5195537,normal
45.653324,4.773964,8.436385,normal
45.973763,4.9027557,8.14317,normal
47.76365,5.378894,8.257299,normal
50.634876,5.428037,7.085868,normal
47.72516,5.1103063,8.089638,normal
50.70577,5.7974315,7.6355305,normal
54.0999,5.4367514,7.697764,normal
50.80582,5.2726383,8.194489,normal
50.57518,5.3452067,7.47816,normal
51.095276,5.3788543,7.8546724,normal
50.06936,5.176749,7.4233217,normal
45.168655,4.8597193,8.204321,normal
46.751743,5.2840257,8.069417,normal
51.66611,4.9510584,8.113593,normal
46.69182,5.055043,8.389746,normal
50.699806,5.388666,7.8711305,normal
50.334576,4.7978954,8.127479,normal
47.740612,4.8481216,7.775714,normal
53.346264,5.869317,7.123813,normal
48.849148,5.240861,7.6868253,normal
49.103085,5.1804476,7.4087424,normal
50.99978,5.461646,7.9113307,normal
50.118668,4.952253,7.491079,normal
51.727596,5.200753,7.682857,normal
49.160587,4.7804284,7.979029,normal
50.270313,5.4639726,7.539625,normal
48.29667,5.0315876,7.9877024,normal
50.56273,5.164392,7.1680393,normal
48.427017,5.4884825,7.805211,normal
49.69751,5.1613994,8.277955,normal
52.038013,5.0647254,7.647287,normal
44.135902,4.5023274,8.334268,normal
48.83966,5.333489,7.9026885,normal
48.90281,4.883417,8.002153,normal
47.776016,4.9536495,8.002251,normal
48.081326,5.4233646,7.6823497,normal
51.133686,5.543329,8.005136,normal
49.560997,5.15831,7.916617,normal
49.966415,5.2950726,7.7993608,normal
52.041195,5.584397,7.1337743,normal
50.42319,5.3277063,8.001653,normal
51.32944,5.066776,7.919386,normal
47.016422,5.184013,7.9161057,normal
47.981144,5.3531837,7.488212,normal
48.361626,5.67149,7.8565946,normal
51.116737,4.833174,7.6190395,normal
48.306507,4.987651,7.574138,normal
50.60455,5.012411,8.017029,normal
51.19358,5.076598,6.8108377,normal
47.46526,5.6554527,7.477739,normal
50.28739,5.5258822,7.9804487,normal
46.947525,5.241282,7.9238105,normal
50.509537,5.2476115,7.192523,normal
48.87324,5.080389,8.307886,normal
47.283276,5.43268,8.103244,normal
47.73011,4.940519,7.9157104,normal
52.31713,5.718408,7.9804573,normal
49.854633,5.1879215,7.8759894,normal
47.65558,4.6863403,8.089045,normal
51.50382,5.1385026,7.839677,normal
51.909393,5.3683257,7.9162617,normal
49.51103,5.2536564,7.5515985,normal
48.067444,5.2188935,7.1863217,normal
49.925385,4.6863832,7.562322,normal
51.91271,4.7444897,7.49063,normal
46.35881,5.4321723,7.664275,normal
47.706192,4.716132,8.111452,normal
49.110123,5.461798,8.429788,normal
49.456135,5.3184376,7.1002393,normal
51.269966,4.9284644,7.82302,normal
51.35761,5.3320713,7.409853,normal
48.53366,5.088101,8.253659,normal
50.28521,5.611547,7.714806,normal
